video_path,label,method
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__kitchen_pan__WPT3Z2KN.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\353.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\158_379.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\541.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\052_108.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\010_005.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\203.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\004_982.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\037.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\361.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\076_079.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\114_102.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\096_101.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\091_116.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\005_010.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\093_121.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\118_120.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\517.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__meeting_serious__9OM3VE0Y.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\415.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\961.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\632.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\063_041.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\569.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\460.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\025_067.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\870.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_03__hugging_happy__ISF9SP4G.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\474.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\028_068.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\623.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\100_077.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\464.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\002.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\022_489.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\249.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\808.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\061_080.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\088_060.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\005.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\876.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\209.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\136_285.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\764.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\390.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\738.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\520.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\068_028.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\401.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\167_166.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\132_007.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\322.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\868.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\127.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\567.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\621.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\156_243.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\090_086.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\136.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\055_147.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\765.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\097_033.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\792.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_06__walking_and_outside_surprised__N8OSN8P6.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\851.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\057_070.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_06__podium_speech_happy__83ABVHC3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\135_880.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\065.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\018_019.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\454.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\669.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\130_139.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\154_386.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\119.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\824.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\125_038.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\345.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\009_027.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\782.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\104_126.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\042_084.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\161_141.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\751.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\455.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\136_285.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\134_192.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\316.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\818.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\127_129.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\028_068.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\122_144.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\154_386.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\136_285.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\997.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\083.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\559.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\958.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\008_990.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\051_332.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\021_312.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__talking_against_wall__4OJNJLOO.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\022_489.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\772.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\604.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_06__talking_angry_couch__J1W9R0NG.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\761.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\107_109.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\060_088.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\165_137.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\395.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\372.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\318.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\403.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\356.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\146_256.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\141_161.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\399.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\779.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\086_090.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\128.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\596.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\736.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\076_079.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\048_029.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\001_870.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\743.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\135.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_02__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\752.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\577.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\107.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\304.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\573.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\440.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\026_012.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\168.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\020_344.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\073_024.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\096_101.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\045_889.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\522.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\494.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\339.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\256.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\766.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\241.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\003_000.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\086_090.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\713.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\013_883.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\007_132.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\010.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\544.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\568.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\686.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\749.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\082_103.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\741.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\907.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\467.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\173.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\026_012.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_11__hugging_happy__4OJNJLOO.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\128_896.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\040_997.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\021_312.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\114_102.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_15__kitchen_still__02HILKYO.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\163_031.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\915.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\140_143.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\001_870.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\017.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\061_080.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_13__meeting_serious__GBYWJW06.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\328.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_20__walk_down_hall_angry__FW94AIMJ.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\578.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\840.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\159_175.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\620.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\853.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\734.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\019_018.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\000_003.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\516.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\212.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\402.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\036_035.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\886.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\054_071.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\156_243.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\119_123.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\110_043.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\056_996.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\054.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_13__walking_and_outside_surprised__CP5HFV3K.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\133_148.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_13__podium_speech_happy__2YSYT2N3.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\030_193.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\875.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\196.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\389.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\426.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\059.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\001_870.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\034_590.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\044.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\042_084.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_01__outside_talking_still_laughing__YVGY8LOK.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\718.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\082_103.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\484.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\070_057.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\142_138.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\450.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\102_114.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\729.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\048_029.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\090_086.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_21__walk_down_hall_angry__03X7CELV.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\091.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\931.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\057_070.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\081_087.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\788.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_20__hugging_happy__FW94AIMJ.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\150.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\153.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\908.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\594.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\104_126.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\970.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\265.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\535.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\052_108.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\329.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__talking_angry_couch__I8G2LWD1.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\459.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\041_063.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\803.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\153_150.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\016_209.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\410.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\151_225.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\082.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\042.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_27__walk_down_hall_angry__78M8S6M6.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\526.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\003.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\228.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\154.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\813.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\825.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\902.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\673.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\141_161.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\106.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\763.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\270.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\576.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\687.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\795.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\03_13__talking_against_wall__GBYWJW06.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\011_805.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\288.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\737.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\894.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Deepfakes\114_102.mp4,1,Deepfakes
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceSwap\043_110.mp4,1,FaceSwap
C:\Users\susov\Downloads\archive\FaceForensics++_C23\FaceShifter\153_150.mp4,1,FaceShifter
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\101.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\077_100.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\874.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\012.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\140_143.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\144_122.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\006_002.mp4,1,NeuralTextures
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\02_15__exit_phone_room__MZWH8ATN.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\481.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\Face2Face\088_060.mp4,1,Face2Face
C:\Users\susov\Downloads\archive\FaceForensics++_C23\DeepFakeDetection\01_02__meeting_serious__YVGY8LOK.mp4,1,DeepFakeDetection
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\584.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\original\188.mp4,0,original
C:\Users\susov\Downloads\archive\FaceForensics++_C23\NeuralTextures\120_118.mp4,1,NeuralTextures
